px,pz,sz_top,sz_bot,left_handed_batter,is_strike
0.923511106100481,2.20798366904116,3.7,1.72,0,1
-1.02445375421328,2.24451743230905,3.2,1.52,1,1
0.671592517064278,1.69808015845476,3.2,1.52,1,1
0.686719533136417,1.57827209186161,3.35,1.64,0,1
0.724560240494364,2.74138729520568,3.3,1.51,0,1
-0.905728731560645,2.50384352774908,3.29,1.53,1,1
0.519120587739651,1.91476195636408,3.37,1.57,0,1
-0.115016199369469,2.23389324248609,3.59,1.63,1,1
-0.244900329012395,2.17247310176313,3.44,1.61,0,1
-0.815358281331699,2.93674180557724,3.43,1.63,0,1
0.841979634320132,1.73908018177552,3.22,1.55,1,1
0.130531845180791,1.64657628290388,3.35,1.64,0,1
-0.841365219213321,2.82513726547548,3.52,1.67,1,1
0.888568027796681,2.66491174507968,3.29,1.52,0,1
-0.456339038345722,2.24369242285426,3.53,1.62,1,1
-0.973539125802603,2.05606342804521,3.63,1.73,0,1
-0.604067259163166,1.39068947395801,3.44,1.61,0,1
0.337436469280377,2.56751776013452,3.09,1.46,0,1
0.0871086478874564,2.91827260550292,3.62,1.7,0,1
0.439650348510062,1.35984879574721,3.62,1.7,0,1
0.485211654213819,2.30117413539653,3.06,1.39,1,1
0.238704441025513,2.79859816933857,3.62,1.71,0,1
0.90510967781258,2.02574892050345,3.62,1.71,0,1
0.534514079596835,1.78123399455953,3.62,1.71,0,1
0.128152783769589,2.97542059694534,3.7,1.72,0,1
0.482325803174792,1.27329152322014,3.35,1.64,0,1
-0.806251955239704,2.41152260211204,3.29,1.53,1,1
0.620336711903791,2.71492694599432,3.29,1.52,0,1
-0.767228886518195,2.61757901665632,3.62,1.7,0,1
-0.4712341705615,3.0525399766074,3.62,1.7,0,1
-0.0862521924705679,1.39061824880147,3.52,1.67,1,1
-0.446693974708031,2.79798760153867,3.06,1.39,1,1
0.363574361687637,1.63706653890727,3.2,1.52,1,1
0.0339445181674514,1.33193907364063,3.35,1.64,0,1
-0.0526952966938105,2.93228542247212,3.29,1.53,1,1
0.690489420790161,2.24643015491147,3.7,1.72,0,1
0.52129516683859,1.59081936546483,3.22,1.56,1,1
-0.176941852087838,2.25105140796905,3.09,1.46,0,1
0.5657564870469,2.04431390593109,3.09,1.46,0,1
0.485102769750248,1.78515986025996,3.41,1.58,0,1
1.24042129034698,2.30559420188784,3.52,1.67,0,1
0.640600151004799,1.54578722530147,3.27,1.55,0,1
1.08274846066594,2.19183362917653,3.49,1.58,0,1
0.891253182921916,2.47947197092968,3.49,1.58,0,1
-1.05871042086391,2.56768959939967,3.27,1.58,1,1
1.12956221622137,2.36449148056393,3.58,1.65,0,1
0.819789115101534,1.6107521379721,3.65,1.67,0,1
0.497137441896208,2.59357627713557,3.67,1.71,0,1
0.474314721968904,1.64932678573679,3.67,1.71,0,1
1.18197074228665,1.89483044772684,3.57,1.65,0,1
0.236861261155048,1.83591445542671,3.57,1.65,0,1
-0.638086280629443,1.52405406414346,3.57,1.64,0,1
-0.151228405354204,1.31673115144569,3.34,1.55,1,1
0.681903277518418,2.31705296049216,3.38,1.53,0,1
0.386962803921009,3.04341216017065,3.38,1.53,0,1
0.877302508973818,2.08080119704127,3.38,1.53,0,1
0.421230062224971,2.90993734942984,3.41,1.58,0,1
0.217917544022278,1.79081885068814,3.07,1.4,1,1
0.0987640013771308,2.15068008288223,3.52,1.67,0,1
0.70114006909157,2.02038787177402,3.27,1.55,0,1
0.711269759715959,2.20171545789877,3.31,1.57,0,1
0.986786271305808,1.63116667295924,3.49,1.58,0,1
0.452058219893472,1.61708381711445,3.65,1.67,0,1
0.398765231063657,1.45895325596157,3.67,1.71,0,1
0.0609984305962564,3.03439718845806,3.58,1.65,0,1
-0.0459231167711336,1.69565001340725,3.34,1.55,1,1
0.440484076979521,1.79817486542013,3.5,1.64,1,1
0.953937507737779,2.01954141315306,3.41,1.58,0,1
-0.579428055764114,3.12850068879013,3.39,1.58,1,1
1.07162574392719,2.33167541458897,3.52,1.67,0,1
0.464896391814453,2.80387141741421,3.27,1.55,0,1
1.07942854119473,2.03265202312852,3.65,1.67,0,1
0.343265624325312,1.65445018526118,3.67,1.71,0,1
0.412359380476705,2.4606146286229,3.58,1.65,0,1
0.381512384023199,1.40559017310441,3.58,1.65,0,1
0.943129696311777,1.6793494856276,3.58,1.65,0,1
-0.268056180087521,1.56885718993788,3.34,1.55,1,1
-0.178049544495806,2.24846642197233,3.34,1.48,1,1
-0.765679008355891,2.39903489981027,3.5,1.64,1,1
0.680785239947441,2.69965939875932,3.38,1.53,0,1
0.714783603315535,1.93802931587676,3.31,1.57,0,1
-0.217850427529824,2.39978216734349,3.49,1.58,0,1
-0.214854994826067,1.47276026833058,3.27,1.58,1,1
0.718785956852046,2.94692059942935,3.41,1.58,0,1
-0.433284577301694,2.03247610797333,3.41,1.58,0,1
0.488485654223169,2.07430900192553,3.41,1.58,0,1
0.579628139715867,1.78130469666252,3.65,1.67,0,1
0.586985835903191,1.73918416610761,3.57,1.64,0,1
0.117269797318343,2.37205769920375,3.39,1.58,1,1
0.749154609071719,2.23029733973521,3.31,1.57,0,1
0.560708854488826,1.70546634049297,3.67,1.71,0,1
0.176159789249681,2.2446746408907,3.67,1.71,0,1
0.299884657568017,3.10600875881713,3.57,1.65,0,1
-0.029317982440532,1.36163357356682,2.85,1.26,1,1
-1.03689146272025,2.510183391645,3.11,1.46,1,1
-0.869205829968282,3.0216591322322,3.11,1.46,1,1
0.786598104209782,2.41909067896081,3.44,1.57,0,1
0.47536816866951,1.75959262726722,3.11,1.43,1,1
-0.325126504681762,2.27724191877218,3.11,1.43,1,1
-0.269729741361377,2.93036701202542,3.66,1.73,1,1
-0.460115368794747,2.20091848857972,3.75,1.77,1,1
0.62584988949122,1.56167266694006,3.75,1.77,1,1
0.29491346732535,2.89435543027155,3.41,1.6,0,1
-0.265661722188445,1.61874055281735,3.31,1.51,0,1
0.52908462586141,2.71195866337782,3.31,1.51,0,1
-0.115613773244306,1.55232235621437,3.4,1.65,1,1
-0.0315418386469514,1.75501126591862,3.4,1.65,1,1
-0.760283653484461,1.73858103932877,3.4,1.65,1,1
-0.554725156139172,2.31318813802828,3.11,1.46,1,1
0.484883785809151,2.19524967283513,3.58,1.66,0,1
0.859101085134612,1.76843692746417,3.58,1.66,0,1
0.160832936560523,1.69504000034712,3.66,1.73,1,1
0.862728180082728,3.19708300988742,3.66,1.73,1,1
-0.00277074152982172,1.33510468625128,3.11,1.43,1,1
-0.919329782565536,2.48596876942519,3.75,1.77,1,1
-0.807424283000764,1.62770253076369,3.75,1.77,1,1
0.82902635692417,2.14226017496573,3.38,1.47,0,1
0.825897160422137,2.41032101686479,3.6,1.6,0,1
0.104123337725558,1.46228037910261,3.11,1.46,1,1
-1.01275241328029,2.75384401121731,3.11,1.46,1,1
0.0197851091971831,2.11106562919687,3.16,1.39,1,1
0.479767564521299,2.85073056751533,3.58,1.66,0,1
-0.187909167813594,2.74717610080721,3.58,1.66,1,1
-0.114030003257535,1.95399313836638,3.21,1.49,0,1
0.453919247515152,2.9176800245953,3.38,1.47,0,1
0.821431097404753,2.55186337795891,3.6,1.6,0,1
0.352745265188395,1.74062083132362,3.6,1.6,0,1
0.626970582414322,3.1392612185085,3.6,1.6,0,1
0.437376296848714,2.7301269370022,3.41,1.6,0,1
1.01466891991586,1.71321629542607,3.39,1.62,0,1
-0.589350610108396,2.31610509830002,3.11,1.43,1,1
1.04178310197994,1.62495256257153,3.58,1.66,0,1
-0.319698124290443,1.54998997120977,3.5,1.64,1,1
-1.0796071869599,2.18842443566784,3.28,1.52,1,1
-1.00986908981146,2.81277585566625,3.11,1.46,1,1
-0.790827379596129,2.13817110111669,3.39,1.62,1,1
-0.973147073242032,1.85225876302118,3.66,1.73,1,1
0.623650169250646,2.96837301266947,3.66,1.73,1,1
-0.212522571130054,2.75066812027817,3.39,1.58,1,1
-0.0906393198371713,2.32444906522673,3.38,1.53,1,1
-0.471033282711499,1.70523021368572,3.38,1.53,1,1
-0.229252398580533,1.95268347592568,3.48,1.6,0,1
0.523164039031281,1.5818883061441,3.48,1.6,0,1
0.922222981334591,1.76357556143067,3.45,1.58,0,1
0.0862897711826446,2.30624723055479,3.15,1.49,1,1
0.742487643673413,1.94855214995095,3.15,1.49,1,1
0.238791840850979,1.8252820922186,3.4,1.65,1,1
0.620122155834114,2.17054254836224,3.25,1.47,0,1
-0.270467715460392,1.89178395819862,3.37,1.55,1,1
-0.535157112118789,2.17072935904118,3.08,1.33,1,1
0.779649069510196,2.22719709652286,3.08,1.33,1,1
0.163196123570487,2.30258669708872,3.56,1.65,0,1
0.26245174778138,2.88349056367393,3.56,1.65,0,1
1.01639918972602,1.7752780927182,3.467,1.589,0,1
0.288425440708689,1.80278165677676,3.467,1.589,0,1
-0.135059813662648,1.77136548618634,3.39,1.58,1,1
0.239049619971949,2.77529954620017,3.23,1.48,1,1
0.632933775645068,2.87022606881449,3.15,1.49,1,1
1.08738108959794,2.11470109594754,3.25,1.47,0,1
0.249759670710366,1.84834941839,3.67,1.71,1,1
-0.398326976576172,2.50314833001163,3.48,1.6,0,1
0.529040493798897,2.33015891238214,3.23,1.45,0,1
-0.915663230059456,1.95343484879787,3.42,1.64,1,1
-0.190413035480608,1.98672930531807,3.42,1.64,1,1
-0.767950347942811,3.0304962529644,3.4,1.59,1,1
0.515989016203135,2.66558709312239,3.4,1.59,1,1
0.12007023883499,1.79400259617936,3.45,1.58,0,1
0.0232112207465702,2.10603881159574,3.45,1.58,0,1
0.171035814721646,1.83042910169995,3.467,1.589,0,1
-0.207973734130981,1.55106963357928,3.3,1.53,1,1
-0.487125458459255,2.60091901702111,3.23,1.48,1,1
-0.900089984861849,2.3765277388507,3.38,1.53,1,1
-0.520206785046123,3.17232980054928,3.15,1.49,1,1
0.548553019887594,2.40323015951722,3.15,1.49,1,1
-0.0385340272743466,3.16089985067443,3.4,1.65,1,1
-0.367046560877813,3.03907811740391,3.25,1.47,0,1
-0.538330300444931,3.00531733329694,3.25,1.47,0,1
0.155075232740447,1.95289882315357,3.48,1.6,0,1
-0.930798276336354,2.07012170887158,3.37,1.55,1,1
0.323580749360396,2.81308821775934,3.23,1.45,0,1
0.525132212122897,1.65333328551675,3.08,1.33,1,1
0.550623113548891,2.33689581775683,3.39,1.58,1,1
-1.068514853035,2.22526379723691,3.23,1.48,1,1
-0.120093928485636,2.43979782326152,3.4,1.59,1,1
-0.526851502835689,2.39665151700905,3.4,1.65,1,1
0.61935767111457,1.81278599218502,3.4,1.65,1,1
-0.695835036170407,2.09941142177829,3.48,1.6,0,1
-0.154321020246292,1.76388656598906,3.25,1.47,0,1
0.547616650127292,2.69874304299401,3.25,1.47,0,1
-0.303656684575109,1.74161193359031,3.56,1.65,0,1
0.292650538449788,2.62465799676767,3.39,1.58,1,1
-0.792925411370408,1.79748304972027,3.38,1.53,1,1
0.472701232018508,2.19860965847708,3.48,1.6,0,1
0.816468469288291,2.09811875243313,3.34,1.5,0,1
-0.692086338247883,2.79409174681707,3.45,1.58,0,1
0.673887269706839,2.90526871258077,3.61,1.69,0,1
0.390308973422322,3.11942844472557,3.56,1.69,1,1
0.0777742810960243,1.82479876205085,3.32,1.6,1,1
0.830720475452601,3.08683201083684,3.32,1.6,1,1
-0.34552868227872,1.97521085474772,3.21,1.5,1,1
0.180953737053418,1.58561797917366,3.21,1.5,1,1
0.310838900861577,2.51429095110469,3.61,1.67,0,1
0.815600691257044,2.2120673532944,3.36,1.56,1,1
0.367208574737089,1.75405655534418,3.27,1.52,1,1
0.820945445638704,1.93207662194836,3.27,1.52,1,1
-0.867930655387312,2.29654409958912,3.61,1.79,1,1
0.12523461108104,3.44877117212055,3.68,1.69,0,1
-0.0627447228030182,2.11041356212051,3.47,1.61,1,1
-0.0530825502823285,2.48051562332416,3.45,1.58,0,1
-0.881609344142884,2.50816637467215,3.32,1.6,1,1
-0.0796434095029134,1.73515068261459,3.56,1.69,1,1
-0.93894081603259,1.99891508930434,3.56,1.69,1,1
-0.736716241788823,1.86757575387688,3.56,1.69,1,1
-0.582142554753068,2.1388155428254,3.64,1.71,0,1
0.704676769324562,2.88773716523669,3.61,1.79,1,1
-0.183053344169493,1.7453307326686,3.61,1.79,1,1
-0.176403717452975,1.46648619033541,3.73,1.76,0,1
-0.587100300464045,2.81265638356223,3.68,1.69,0,1
-0.507176402740801,3.18226205958692,3.47,1.61,1,1
-0.892228081833615,2.2212723027447,3.61,1.69,0,1
0.117126929697846,1.53301122329977,3.21,1.5,1,1
-0.00964804480323935,1.74029772029017,3.73,1.76,0,1
0.01702211624679,1.99209525143631,3.42,1.63,0,1
0.625073772503437,2.96757097542025,3.61,1.67,0,1
0.316183037217513,2.83955348732147,3.48,1.68,1,1
-0.305487981909311,1.92114535949873,3.36,1.56,1,1
-0.0785250918802826,2.80174417003121,3.64,1.71,0,1
-0.415499625425819,2.47713009565314,3.61,1.69,0,1
0.515683897214548,2.13135246024459,3.61,1.69,0,1
0.246760694361055,2.61160336360988,3.56,1.73,0,1
-0.109803308412164,2.16486903908247,3.61,1.79,1,1
0.134901694957843,3.09905495355355,3.73,1.76,0,1
-0.949091035684398,2.50156770506783,3.73,1.76,0,1
0.188331526842827,2.36366081637201,3.53,1.63,0,1
-0.619606081038884,2.82726246106747,3.48,1.67,0,1
0.0495268310983925,1.7130094059999,3.36,1.56,1,1
-0.290104313277216,2.88087226245106,3.13,1.46,1,1
-0.0952699874520952,1.91492046419469,3.32,1.6,1,1
1.00884762796809,2.1332916430235,3.56,1.73,0,1
0.485979435105697,1.80187980576276,3.8,1.77,0,1
0.193989499717994,2.42299642564269,3.8,1.77,0,1
0.686611014969478,3.28155776043881,2.91,1.3,0,1
0.864173840816696,3.0411143219701,3.37,1.59,0,1
0.791866630139597,2.69083083133382,3.37,1.59,0,1
0.93348220220741,1.74329060369485,3.5,1.65,0,1
-0.461584984807069,2.16090549059947,3.4,1.65,1,1
0.829391414585131,3.07964932287528,3.4,1.65,0,1
0.307393755227038,3.03305994865046,3.37,1.59,0,1
0.660059602168153,2.36690946447956,3.51,1.65,1,1
0.983192094097654,3.00143212071121,3.8,1.77,0,1
0.750715103200658,2.36588821545447,3.7,1.74,1,1
-0.757016138975474,2.39416625771561,3.44,1.64,1,1
-0.355410542387498,3.1002188686547,3.45,1.64,0,1
-0.550744384163538,3.18140358496259,3.17,1.53,1,1
0.951062725140368,1.80839923245541,2.91,1.3,0,1
-0.153613770997507,1.85029149455866,3.26,1.5,0,1
-0.0765962581792174,2.82892006805492,3.26,1.55,1,1
0.00112280763920102,2.21508411627644,3.51,1.65,1,1
0.493234620882064,3.25365971885102,3.4,1.65,1,1
0.114348344252694,2.68792764093966,3.66,1.74,0,1
-0.240660165394541,1.74289964375454,3.66,1.74,0,1
-0.673810725885574,1.97544388408708,3.7,1.74,1,1
-0.0469620671827574,3.43745628691439,3.7,1.74,1,1
0.640929196098232,1.86256147089525,3.73,1.73,1,1
-0.518762632393077,2.52463774779592,3.68,1.68,0,1
-0.529581688313428,3.07789966018501,3.4,1.65,0,1
-0.309934192765703,2.04719836875642,3.4,1.65,1,1
-0.669461441326647,2.66068903440034,3.44,1.64,1,1
-0.315833201210827,2.58581408365486,3.5,1.65,0,1
0.159047325982407,1.77621928676086,3.45,1.64,0,1
-0.852632651980621,2.44914286079851,3.45,1.56,1,1
-0.227486876782333,1.78546346275061,2.91,1.3,0,1
-0.818005081889155,2.66923287862571,3.37,1.59,0,1
-0.341035735698535,1.70229961098352,3.26,1.55,1,1
0.391377456996705,1.73105292329995,3.51,1.65,1,1
0.445438525922614,1.81084136706673,3.8,1.77,0,1
0.248795533636341,2.00626971306829,3.8,1.77,0,1
0.306886538202908,2.59363541974548,3.81,1.81,0,1
0.257356531228931,1.96318112645859,3.58,1.81,1,1
-0.666323645870976,2.33214412953292,3.62,1.74,0,1
0.196031247995364,2.11613949220812,3.5,1.61,1,1
-0.102867047449663,2.98446818770749,3.7,1.77,0,1
0.174609330727915,2.27037051418486,3.97,1.86,0,1
-0.374962264444661,1.75985118674398,3.61,1.71,1,1
0.174014232757516,2.10372010821531,3.65,1.73,0,1
-0.0931644139020241,1.9676467191487,3.64,1.66,0,1
0.677555754671362,1.97291671610576,3.64,1.66,0,1
0.271356806721143,2.95420982247072,3.33,1.53,1,1
-0.000131219299938845,1.98166170315991,3.69,1.81,1,1
1.07533080512063,2.62903797299695,3.26,1.46,0,1
-0.420783909314824,3.2893668473342,3.68,1.71,0,1
0.731112343691785,2.34691351538984,3.68,1.71,0,1
0.708509920483205,2.05637917692059,3.62,1.74,0,1
0.844393723808319,2.06938683806553,3.62,1.74,0,1
-0.331166961366599,3.17917812325419,3.19,1.49,1,1
0.071399294956701,2.22966966588055,3.61,1.71,1,1
-0.115104485527883,2.94877416372692,3.7,1.77,0,1
-0.174885215656995,2.77539901587507,3.26,1.46,0,1
0.200725849945013,2.54382192875724,3.58,1.81,1,1
-1.01681188047293,2.66615662124816,3.69,1.81,1,1
-0.553733479269896,1.80267114537932,3.19,1.49,1,1
-0.471560505399957,2.01252668936914,3.5,1.61,1,1
0.393377288094605,2.07472134891368,3.7,1.77,0,1
0.861765118563618,2.31167997057938,3.7,1.77,0,1
-0.470654464392001,2.36566645011272,3.7,1.77,0,1
-0.139003153159068,2.99412450839237,3.48,1.66,1,1
-0.300146318442418,2.69536775640417,3.48,1.66,1,1
0.673660036111259,2.15913716661412,3.26,1.46,0,1
0.378839817399102,2.19140348278018,3.62,1.63,0,1
-0.254700272487403,1.97357128556444,3.62,1.63,0,1
-0.0575687173106469,2.062680543739,3.62,1.63,0,1
0.871764501596217,1.97668173976779,3.64,1.66,0,1
0.302145030315557,2.07213335358703,3.33,1.53,1,1
-0.801675543876298,1.97013905865914,3.69,1.81,1,1
0.405491515864803,2.42128696224596,3.62,1.74,0,1
-0.732181054039163,1.85435132734288,3.35,1.53,1,1
0.176396892776395,1.90130510304739,3.81,1.81,0,1
-0.167778461389328,3.16692386215743,3.58,1.81,1,1
0.904263051331363,3.1529411316462,3.64,1.66,0,1
-0.311631537719169,2.18395595381172,3.33,1.53,1,1
0.28466998179449,2.91427301614786,3.97,1.86,0,1
0.330330323799254,2.5005199528257,3.61,1.71,1,1
0.127104370488975,2.88481672744287,3.65,1.73,0,1
0.211022398935624,2.18895017432043,3.65,1.73,0,1
0.581597109863805,2.83792225072751,3.65,1.73,0,1
-0.356171664345394,2.84390716250689,3.31,1.55,1,1
0.928709145148503,2.23600181460746,3.44,1.56,0,1
1.06240316874991,3.06707302970094,3.46,1.66,0,1
0.838470323871264,2.99001439638559,3.46,1.66,0,1
0.672597519950198,2.44486430583686,3.49,1.59,1,1
0.23558327864332,2.17238816790189,3.32,1.49,0,1
-0.633330576338721,2.8100921571274,3.37,1.6,0,1
0.388039960774093,3.55150210192549,3.21,1.49,1,1
-0.912702842683701,2.09760346897885,3.38,1.56,0,1
-0.0274686942408085,2.98128782965079,3.33,1.6,1,1
0.276794532443225,2.02291138134956,3.26,1.44,0,1
0.623778027271581,1.55096341996938,3.26,1.44,0,1
1.11570240916153,2.07248322400557,3.44,1.56,0,1
-0.948898996781636,2.25628176405803,3.67,1.68,1,1
0.924445501416157,1.92240840044736,3.27,1.51,0,1
0.337688143978387,1.97940437665648,3.85,1.83,1,1
-0.330844839580733,3.33925302112622,3.85,1.83,1,1
0.712671110621915,2.50840847383608,3.46,1.66,0,1
0.908700756408581,2.9166196160246,3.37,1.6,0,1
0.684929508217923,2.97469073909085,3.37,1.6,0,1
-0.83320950476239,1.90835939088409,3.21,1.49,1,1
0.524496903370521,2.19636470288004,3.47,1.61,0,1
1.16747976192479,2.34057826537239,3.41,1.55,0,1
0.280473481545254,2.39747001954961,3.41,1.55,0,1
0.444519288168971,3.45513669874403,3.31,1.55,1,1
0.808303520798296,2.50596385735123,3.26,1.48,0,1
0.172229529921108,1.69719985914687,3.37,1.6,0,1
-0.396390724572769,2.65242237424453,3.21,1.49,1,1
0.0688154189930744,2.72992430523243,3.41,1.55,0,1
0.0744989490094893,2.1675333552346,3.31,1.55,1,1
1.07157083282766,2.10345951307637,3.38,1.56,0,1
0.0844978903704153,2.81444440475271,3.47,1.61,0,1
0.893904953485706,2.18105612041591,3.47,1.61,0,1
-0.438167535877987,2.80941905466714,3.26,1.44,0,1
-1.04099474583245,2.25064941654371,3.17,1.45,1,1
0.217490563550601,2.97044052083009,3.32,1.49,0,1
-1.09720445848904,2.78788674984565,3.21,1.49,1,1
-0.0800497346801035,1.61256675911331,3.54,1.7,1,1
0.894412737616966,2.39357528636357,3.38,1.56,0,1
-0.0208009712071399,3.49220008050066,3.26,1.44,0,1
-0.432494859760921,1.6924548827652,3.44,1.56,0,1
-0.2213322039527,1.96789011446468,3.27,1.51,0,1
0.46572005462592,2.45242956416494,3.51,1.67,1,1
0.228946819024887,3.1326941743849,3.56,1.64,0,1
0.373239532782636,2.03806436236366,3.57,1.66,0,1
0.37425628217084,2.46072152424556,3.54,1.56,0,1
0.665382847849256,2.74304201139146,3.43,1.7,0,1
-0.42529943565345,2.36167819307604,3.19,1.39,1,1
-0.63999497630101,2.64341726282829,3.19,1.39,1,1
0.537550553475739,2.40803637387437,3.38,1.52,1,1
0.755059810895869,1.87635596614207,3.29,1.45,0,1
-0.173145681482699,3.07647266290322,3.4,1.55,1,1
0.346456980666398,3.34324756436689,3.25,1.48,0,1
0.404440905600413,2.00655582719508,3.25,1.48,0,1
0.740755813260669,2.5471957229796,3.51,1.67,1,1
-0.0713159991292439,2.75741772945688,3.43,1.7,0,1
-0.502598635736044,2.69384653694293,3.43,1.7,0,1
-1.03953216282849,2.59801287794215,3.43,1.7,0,1
